,age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
41798,22.0,4.8,cloudy,jam,0,buffet,motorcycle,0.0,no,metropolitian,26,0,10.0,night,7.683253857182166,medium
41799,39.0,4.2,cloudy,jam,1,snack,scooter,1.0,no,metropolitian,49,0,15.0,evening,12.419787919082209,long
41800,31.0,5.0,sandstorms,low,1,meal,scooter,0.0,no,metropolitian,28,0,5.0,night,20.851557402660557,very_long
41801,24.0,4.6,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,15,0,15.0,morning,1.520309052937885,short
41802,21.0,4.9,windy,high,2,meal,scooter,1.0,no,metropolitian,16,0,15.0,afternoon,6.040452193269836,medium
41803,23.0,4.5,stormy,low,0,meal,motorcycle,0.0,no,metropolitian,16,0,10.0,night,7.790160607220383,medium
41804,31.0,4.6,stormy,high,1,meal,motorcycle,0.0,no,metropolitian,28,0,10.0,morning,3.0643356747968533,short
41805,27.0,5.0,windy,jam,1,snack,scooter,0.0,no,metropolitian,25,0,5.0,evening,17.09838855662463,very_long
41807,36.0,4.6,fog,jam,1,meal,motorcycle,0.0,no,metropolitian,46,1,15.0,evening,10.881731319465793,long
41808,23.0,4.9,sunny,low,1,snack,motorcycle,0.0,no,urban,15,1,10.0,morning,1.5293705867132357,short
41809,37.0,4.9,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,0,10.0,evening,8.988011991138638,medium
41811,25.0,4.8,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,25,0,10.0,night,19.917359352866203,very_long
41812,27.0,4.8,sunny,low,2,meal,electric_scooter,1.0,no,urban,17,1,5.0,night,7.646982582847267,medium
41813,31.0,4.7,cloudy,jam,0,drinks,motorcycle,0.0,no,metropolitian,25,0,10.0,evening,9.179276688028636,medium
41816,36.0,4.9,fog,low,2,meal,electric_scooter,1.0,no,metropolitian,29,0,15.0,night,12.074047498027575,long
41817,25.0,4.8,stormy,high,2,meal,motorcycle,0.0,no,metropolitian,20,0,15.0,morning,1.5136443701721216,short
41819,25.0,4.6,fog,low,0,snack,motorcycle,1.0,no,urban,21,0,10.0,morning,1.5322206834602052,short
41820,36.0,4.9,sandstorms,medium,1,buffet,motorcycle,1.0,no,metropolitian,34,0,10.0,evening,9.220418694558179,medium
41821,23.0,4.7,windy,jam,1,snack,motorcycle,0.0,no,metropolitian,16,0,10.0,night,13.392785187379932,long
41822,21.0,4.7,stormy,medium,2,meal,scooter,1.0,no,urban,22,0,10.0,evening,4.674172124263269,short
41823,20.0,5.0,fog,jam,1,snack,scooter,2.0,yes,metropolitian,40,0,10.0,night,13.583302501334016,long
41824,25.0,5.0,sunny,jam,2,meal,motorcycle,0.0,no,metropolitian,13,1,15.0,night,4.590769055748738,short
41825,25.0,4.4,cloudy,jam,1,buffet,scooter,1.0,no,urban,39,1,5.0,night,12.074047498027575,long
41826,32.0,5.0,sandstorms,high,1,drinks,scooter,1.0,no,urban,32,0,10.0,afternoon,6.209735433842075,medium
41827,22.0,5.0,stormy,low,1,drinks,motorcycle,1.0,no,metropolitian,11,0,15.0,night,13.787603106955784,long
41828,33.0,4.5,windy,medium,1,buffet,motorcycle,0.0,no,urban,21,0,15.0,afternoon,13.990192142064847,long
41829,31.0,4.9,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,23,0,15.0,night,4.537860442229041,short
41831,24.0,5.0,cloudy,medium,1,buffet,motorcycle,1.0,no,metropolitian,15,0,5.0,afternoon,7.631413514279125,medium
41832,23.0,4.7,windy,low,1,snack,scooter,1.0,no,metropolitian,19,1,15.0,morning,1.5544658156545266,short
41834,30.0,4.7,fog,medium,0,drinks,motorcycle,1.0,no,metropolitian,30,1,15.0,afternoon,4.610390241501909,short
41837,38.0,4.8,cloudy,low,2,snack,scooter,1.0,no,metropolitian,18,0,15.0,morning,3.1049287712304117,short
41838,26.0,4.5,fog,low,0,drinks,motorcycle,0.0,no,metropolitian,20,0,10.0,night,9.074684164326316,medium
41839,26.0,4.6,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,23,0,5.0,evening,20.176414243687514,very_long
41842,34.0,5.0,cloudy,medium,0,buffet,motorcycle,1.0,no,urban,26,1,15.0,afternoon,6.117725989708161,medium
41843,36.0,4.6,sunny,low,0,drinks,motorcycle,1.0,no,urban,21,0,5.0,morning,3.060475538709063,short
41844,22.0,4.7,sunny,high,1,snack,motorcycle,1.0,no,metropolitian,17,0,10.0,morning,2.980289542200211,short
41845,24.0,4.6,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,12.419803337139525,long
41846,21.0,4.8,windy,low,1,buffet,scooter,1.0,no,urban,12,1,15.0,night,17.097651549864548,very_long
41850,32.0,4.1,stormy,jam,0,drinks,motorcycle,1.0,no,urban,38,1,10.0,evening,10.808630377209383,long
41851,22.0,4.7,sunny,low,2,buffet,scooter,1.0,no,urban,18,0,15.0,morning,1.558137239175215,short
41852,39.0,4.0,windy,medium,1,meal,scooter,1.0,no,metropolitian,34,0,5.0,afternoon,7.601265908224463,medium
41853,37.0,4.4,windy,jam,0,meal,motorcycle,0.0,no,metropolitian,36,1,10.0,night,7.57343592001983,medium
41854,21.0,4.7,fog,jam,0,snack,motorcycle,3.0,no,metropolitian,42,0,5.0,evening,12.09917098801042,long
41855,38.0,4.1,windy,medium,2,drinks,scooter,0.0,no,metropolitian,31,0,5.0,afternoon,4.596698554557205,short
41856,26.0,4.6,sunny,medium,2,snack,scooter,1.0,no,metropolitian,18,1,5.0,afternoon,10.86742683448048,long
41857,29.0,4.7,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,20,1,15.0,night,13.968990746015168,long
41858,37.0,4.8,windy,low,2,meal,motorcycle,1.0,no,metropolitian,20,1,10.0,night,9.313449926160661,medium
41859,37.0,4.2,fog,high,2,drinks,electric_scooter,2.0,no,metropolitian,34,0,5.0,morning,1.5523584795777219,short
41860,32.0,4.6,windy,low,1,meal,scooter,0.0,no,metropolitian,15,0,5.0,night,19.976644021152854,very_long
41861,38.0,4.1,windy,medium,2,buffet,scooter,1.0,no,metropolitian,39,0,15.0,evening,10.723264172167632,long
41863,33.0,4.0,stormy,jam,1,buffet,motorcycle,1.0,no,metropolitian,33,0,10.0,night,9.193014472266961,medium
41864,24.0,4.7,fog,jam,2,buffet,electric_scooter,0.0,no,metropolitian,34,1,10.0,night,10.72562572441868,long
41865,23.0,4.9,sunny,medium,1,snack,scooter,1.0,no,metropolitian,16,0,10.0,evening,7.761422437275377,medium
41866,31.0,4.8,stormy,low,1,meal,scooter,0.0,no,urban,19,0,5.0,night,10.683732403900528,long
41870,30.0,4.8,sandstorms,medium,1,buffet,scooter,0.0,no,metropolitian,26,0,10.0,afternoon,4.560975023661,short
41871,31.0,4.9,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,40,1,5.0,evening,16.384574278446483,very_long
41873,37.0,4.6,cloudy,jam,0,snack,motorcycle,1.0,no,metropolitian,53,1,10.0,night,12.291841945089606,long
41874,32.0,4.9,windy,low,2,meal,electric_scooter,0.0,no,metropolitian,22,0,5.0,morning,3.073677586371296,short
41875,32.0,4.1,sandstorms,medium,1,meal,scooter,1.0,no,metropolitian,31,0,5.0,afternoon,7.762480218802449,medium
41876,24.0,4.9,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,37,1,10.0,night,14.022136830289478,long
41877,21.0,4.7,sandstorms,jam,1,drinks,motorcycle,0.0,no,metropolitian,21,0,5.0,evening,20.183481365845186,very_long
41878,38.0,4.7,windy,high,0,meal,motorcycle,1.0,no,metropolitian,43,0,5.0,afternoon,6.232393050016768,medium
41879,32.0,4.6,cloudy,medium,2,drinks,scooter,0.0,no,metropolitian,34,1,5.0,evening,16.78719178180431,very_long
41880,27.0,4.8,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,18,1,10.0,night,12.256574293065658,long
41881,36.0,4.5,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,22,0,5.0,evening,7.6597039787034085,medium
41882,23.0,4.7,sunny,jam,0,snack,motorcycle,1.0,no,metropolitian,29,0,5.0,evening,10.602417764362079,long
41883,23.0,4.8,sunny,jam,1,drinks,motorcycle,1.0,no,metropolitian,18,0,15.0,evening,4.610339345524684,short
41884,30.0,4.9,cloudy,jam,2,meal,scooter,2.0,no,metropolitian,39,0,5.0,night,17.07670421054038,very_long
41885,24.0,4.5,sunny,jam,0,meal,motorcycle,2.0,yes,semi-urban,45,1,15.0,evening,4.560783589287684,short
41886,26.0,4.7,stormy,jam,2,snack,electric_scooter,0.0,no,metropolitian,19,0,5.0,evening,4.537647566708254,short
41887,23.0,4.8,fog,low,0,snack,motorcycle,1.0,no,metropolitian,18,0,5.0,night,4.6741517745550425,short
41888,35.0,4.8,windy,medium,2,snack,motorcycle,1.0,no,urban,28,0,15.0,afternoon,20.85246332426527,very_long
41889,27.0,4.7,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,29,0,15.0,evening,19.65962528368427,very_long
41890,22.0,4.8,fog,low,2,snack,scooter,1.0,no,metropolitian,10,0,5.0,morning,1.5369113551350593,short
41891,26.0,4.1,cloudy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,35,0,5.0,evening,20.206804295781904,very_long
41893,24.0,4.7,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,15,0,10.0,evening,4.528164580408178,short
41895,22.0,4.4,sandstorms,jam,0,drinks,motorcycle,2.0,no,metropolitian,38,0,15.0,night,7.719450234291639,medium
41896,38.0,3.7,sandstorms,medium,2,meal,electric_scooter,0.0,no,metropolitian,35,0,15.0,evening,10.906324615073057,long
41897,21.0,4.2,windy,low,0,meal,motorcycle,1.0,no,metropolitian,19,0,5.0,night,7.562950099273998,medium
41899,30.0,4.7,sunny,medium,1,buffet,scooter,1.0,no,urban,16,0,10.0,afternoon,6.037193175494637,medium
41900,27.0,4.6,stormy,low,2,drinks,electric_scooter,1.0,no,urban,17,1,15.0,night,4.65713301884333,short
41901,24.0,4.7,fog,jam,1,meal,motorcycle,0.0,no,urban,30,1,10.0,night,16.72253446733555,very_long
41902,25.0,4.7,cloudy,medium,0,snack,motorcycle,2.0,no,metropolitian,35,0,15.0,afternoon,19.47125401130631,very_long
41903,22.0,4.6,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,25,1,15.0,evening,12.358091289337539,long
41905,25.0,4.5,fog,low,2,drinks,scooter,1.0,no,metropolitian,27,1,5.0,night,16.384334344092046,very_long
41906,26.0,4.7,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,22,0,10.0,evening,10.86869350467311,long
41907,32.0,4.6,sunny,high,1,drinks,motorcycle,1.0,no,metropolitian,24,0,10.0,morning,1.4897806686912982,short
41908,22.0,4.5,windy,high,2,meal,scooter,1.0,no,metropolitian,20,0,15.0,morning,1.5300320235211002,short
41909,26.0,4.6,windy,jam,1,buffet,motorcycle,0.0,no,metropolitian,25,0,15.0,night,12.484710456582752,long
41910,21.0,4.9,fog,medium,1,buffet,motorcycle,0.0,no,metropolitian,31,0,10.0,evening,12.293569688294703,long
41911,25.0,4.9,stormy,high,0,snack,motorcycle,0.0,no,metropolitian,29,0,15.0,morning,6.11924534302912,medium
41912,21.0,5.0,sandstorms,jam,0,buffet,motorcycle,1.0,no,urban,22,0,5.0,evening,4.596543327364382,short
41913,21.0,4.8,cloudy,low,1,buffet,scooter,1.0,no,urban,16,0,10.0,morning,3.1090734109469933,short
41914,20.0,4.6,stormy,medium,1,drinks,motorcycle,1.0,no,metropolitian,24,0,15.0,afternoon,13.584306064167167,long
41916,38.0,4.8,windy,high,1,meal,motorcycle,1.0,no,metropolitian,30,0,10.0,morning,6.217525604924386,medium
41917,31.0,4.7,stormy,low,2,drinks,scooter,1.0,no,metropolitian,15,0,10.0,night,13.58308621493501,long
41918,21.0,4.8,windy,jam,2,drinks,electric_scooter,1.0,no,urban,29,0,10.0,evening,19.617929437389435,very_long
41919,38.0,4.8,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,29,0,10.0,evening,10.906058503327221,long
41920,26.0,4.7,windy,medium,1,meal,scooter,0.0,no,metropolitian,20,0,10.0,afternoon,6.232373004507649,medium
41923,29.0,4.6,windy,jam,2,meal,scooter,1.0,no,metropolitian,25,0,10.0,evening,10.80698327657689,long
41924,35.0,4.2,stormy,low,0,buffet,motorcycle,1.0,no,metropolitian,20,0,10.0,morning,2.9302151110568055,short
41925,22.0,4.9,stormy,medium,0,buffet,motorcycle,1.0,no,urban,17,1,10.0,evening,7.683765443180287,medium
41926,23.0,4.6,sunny,medium,0,meal,motorcycle,0.0,no,metropolitian,22,1,10.0,evening,10.42732189063304,long
41927,25.0,4.8,sandstorms,medium,1,buffet,scooter,0.0,no,metropolitian,24,0,15.0,evening,13.584306064167167,long
41929,32.0,3.7,stormy,medium,2,buffet,scooter,2.0,no,metropolitian,33,1,15.0,afternoon,20.181161774852512,very_long
41930,38.0,4.0,stormy,medium,1,snack,scooter,1.0,no,metropolitian,33,0,10.0,evening,4.657654937060173,short
41931,21.0,4.7,stormy,medium,1,buffet,motorcycle,1.0,no,metropolitian,29,0,10.0,afternoon,5.958771662511523,medium
41932,22.0,4.9,fog,jam,2,meal,scooter,1.0,no,metropolitian,40,0,15.0,evening,12.43568904742551,long
41934,38.0,4.5,sunny,jam,1,meal,motorcycle,0.0,no,metropolitian,16,1,15.0,evening,10.724879289478304,long
41935,36.0,5.0,sunny,medium,1,drinks,scooter,1.0,no,metropolitian,15,1,10.0,evening,13.766116995711348,long
41936,22.0,5.0,stormy,jam,2,snack,motorcycle,1.0,no,metropolitian,21,0,10.0,evening,10.641103649666686,long
41937,36.0,4.6,cloudy,jam,2,buffet,motorcycle,0.0,no,metropolitian,41,0,5.0,night,13.406506203190967,long
41938,31.0,4.7,sandstorms,medium,0,snack,motorcycle,1.0,no,metropolitian,26,0,10.0,afternoon,6.217860329667253,medium
41939,30.0,4.7,stormy,low,2,snack,scooter,1.0,no,metropolitian,27,0,5.0,night,12.464066309794568,long
41940,20.0,4.6,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,28,0,15.0,afternoon,4.596439723177665,short
41941,25.0,4.5,windy,high,2,buffet,electric_scooter,1.0,no,urban,14,0,15.0,morning,1.5093577696337532,short
41943,29.0,4.5,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,21,1,5.0,night,13.63090323633241,long
41944,32.0,4.9,cloudy,medium,2,buffet,scooter,2.0,no,metropolitian,37,0,10.0,evening,10.906149360969733,long
41945,33.0,4.6,fog,jam,0,snack,motorcycle,2.0,yes,metropolitian,53,0,10.0,evening,10.427668815941242,long
41946,27.0,4.9,cloudy,jam,2,drinks,motorcycle,0.0,no,metropolitian,25,0,15.0,night,7.761726486394523,medium
41947,25.0,4.7,windy,low,2,snack,scooter,0.0,no,metropolitian,15,1,15.0,morning,3.0406911398037053,short
41948,25.0,4.8,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,24,1,5.0,morning,3.0405702571576674,short
41949,23.0,4.9,sunny,high,2,buffet,scooter,0.0,no,metropolitian,18,0,15.0,afternoon,6.232341754608859,medium
41950,37.0,4.1,sandstorms,medium,2,snack,scooter,2.0,no,metropolitian,32,0,15.0,afternoon,7.761839422154042,medium
41951,37.0,4.6,windy,medium,0,snack,motorcycle,1.0,no,metropolitian,48,0,5.0,evening,12.464367397048669,long
41952,29.0,4.9,cloudy,medium,0,meal,motorcycle,1.0,no,metropolitian,43,0,10.0,afternoon,12.419794286435744,long
41953,23.0,4.8,cloudy,high,1,buffet,motorcycle,1.0,no,metropolitian,33,0,10.0,morning,1.5148048951935007,short
41954,27.0,4.6,fog,jam,1,drinks,motorcycle,3.0,no,metropolitian,43,0,15.0,evening,10.642185462082772,long
41955,21.0,4.8,sandstorms,jam,1,meal,motorcycle,1.0,no,urban,22,1,10.0,night,10.865776701899678,long
41956,36.0,4.9,stormy,high,2,meal,electric_scooter,0.0,no,metropolitian,25,0,15.0,morning,3.0186622920269803,short
41957,23.0,5.0,sunny,jam,2,meal,scooter,0.0,no,urban,11,0,5.0,night,4.596251207088927,short
41958,20.0,4.9,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,37,0,10.0,evening,16.72211869180285,very_long
41959,21.0,4.6,fog,high,2,snack,motorcycle,1.0,no,metropolitian,22,0,5.0,morning,6.218030984114243,medium
41960,38.0,4.7,sandstorms,low,1,meal,motorcycle,1.0,no,metropolitian,28,0,10.0,morning,3.1088209178699793,short
41962,34.0,4.0,cloudy,jam,2,meal,scooter,2.0,no,metropolitian,39,1,10.0,evening,9.055364789945113,medium
41963,24.0,4.6,sandstorms,jam,2,drinks,scooter,0.0,no,metropolitian,22,1,10.0,evening,10.587929946825927,long
41965,24.0,4.9,cloudy,jam,1,drinks,motorcycle,0.0,no,urban,28,0,5.0,evening,7.4489701519330795,medium
41966,38.0,4.4,windy,jam,0,snack,motorcycle,1.0,no,metropolitian,33,0,5.0,evening,7.6508628104371885,medium
41967,39.0,4.4,cloudy,jam,2,buffet,electric_scooter,2.0,no,metropolitian,38,0,15.0,night,7.763161028493024,medium
41968,22.0,4.7,stormy,medium,0,buffet,motorcycle,1.0,no,urban,20,0,15.0,afternoon,4.657654937060173,short
41970,28.0,4.8,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,25,0,10.0,evening,9.17632585467143,medium
41971,24.0,4.6,stormy,jam,0,drinks,motorcycle,1.0,no,urban,34,0,5.0,evening,13.968842021961057,long
41972,34.0,4.4,stormy,high,1,buffet,scooter,1.0,no,metropolitian,31,0,5.0,morning,3.0206347310381325,short
41973,24.0,4.7,fog,high,0,meal,motorcycle,1.0,no,metropolitian,24,1,5.0,morning,3.1051103947027285,short
41974,27.0,5.0,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,18,0,5.0,morning,1.536906134034303,short
41975,37.0,4.4,sandstorms,low,0,drinks,motorcycle,1.0,no,metropolitian,30,0,10.0,morning,3.0644871057616707,short
41976,30.0,4.9,windy,jam,2,snack,electric_scooter,1.0,no,metropolitian,33,0,10.0,night,4.658001279265391,short
41977,23.0,4.6,sunny,medium,2,drinks,electric_scooter,0.0,no,metropolitian,12,0,15.0,afternoon,13.184918189761287,long
41978,29.0,4.6,sandstorms,jam,1,buffet,motorcycle,0.0,no,metropolitian,21,0,10.0,evening,9.055476933500602,medium
41979,35.0,4.9,stormy,jam,0,buffet,motorcycle,2.0,no,metropolitian,40,1,15.0,evening,7.448086298120235,medium
41980,20.0,4.8,fog,jam,1,meal,motorcycle,1.0,no,metropolitian,27,0,15.0,evening,9.059859285712854,medium
41981,23.0,4.6,cloudy,jam,1,meal,motorcycle,0.0,no,metropolitian,20,0,15.0,evening,7.343359922274933,medium
41982,32.0,5.0,windy,low,1,meal,scooter,0.0,no,metropolitian,22,0,15.0,night,12.42069253996503,long
41983,29.0,4.5,windy,medium,2,snack,electric_scooter,1.0,no,metropolitian,26,0,15.0,afternoon,12.42075005031367,long
41986,31.0,4.6,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,24,1,15.0,night,19.915585713443292,very_long
41987,31.0,4.7,fog,low,0,meal,motorcycle,1.0,no,metropolitian,26,0,15.0,night,9.348128423503157,medium
41989,27.0,4.8,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,22,0,5.0,night,19.76027880154466,very_long
41990,36.0,4.8,cloudy,medium,1,snack,scooter,0.0,no,metropolitian,42,0,10.0,evening,16.85270156392274,very_long
41994,28.0,4.7,sandstorms,low,1,drinks,motorcycle,1.0,no,metropolitian,16,0,15.0,morning,3.0611340136861775,short
41995,39.0,4.4,stormy,medium,2,snack,motorcycle,1.0,no,urban,38,1,5.0,evening,17.074806111801863,very_long
41996,30.0,4.0,sunny,jam,0,buffet,motorcycle,2.0,no,metropolitian,34,0,5.0,evening,16.72076404537099,very_long
41997,31.0,3.5,windy,jam,1,snack,scooter,1.0,no,metropolitian,42,0,5.0,evening,19.61916749330441,very_long
41998,22.0,4.9,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,32,0,15.0,evening,10.868667520702992,long
41999,30.0,4.6,windy,high,2,buffet,motorcycle,2.0,no,metropolitian,33,0,5.0,afternoon,6.058876303739157,medium
42000,27.0,4.6,fog,low,0,buffet,motorcycle,0.0,no,metropolitian,23,0,5.0,morning,3.1050835221086417,short
42001,31.0,4.8,sunny,low,1,buffet,scooter,0.0,no,metropolitian,18,0,5.0,night,9.315725653468126,medium
42002,27.0,4.9,fog,high,1,meal,scooter,0.0,no,metropolitian,27,0,10.0,morning,1.520455689583788,short
42003,27.0,4.9,windy,low,1,buffet,scooter,1.0,no,metropolitian,13,0,10.0,morning,1.4898285870179706,short
42004,21.0,4.5,cloudy,low,1,buffet,scooter,0.0,no,urban,13,1,5.0,night,7.683740930982763,medium
42005,29.0,4.6,sunny,jam,2,drinks,electric_scooter,1.0,no,metropolitian,15,0,15.0,evening,10.906058503327221,long
42007,30.0,4.6,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,27,0,10.0,afternoon,9.074744674241003,medium
42008,24.0,4.9,cloudy,medium,1,drinks,scooter,1.0,no,metropolitian,13,0,10.0,afternoon,6.147215320061788,medium
42009,28.0,3.7,sunny,jam,0,meal,motorcycle,1.0,no,semi-urban,49,0,10.0,evening,8.790990992588457,medium
42010,34.0,4.6,stormy,low,1,snack,scooter,1.0,no,metropolitian,20,1,5.0,night,9.36367510199373,medium
42011,25.0,4.2,stormy,low,0,drinks,motorcycle,1.0,no,metropolitian,20,0,10.0,night,4.59663204175947,short
42012,23.0,4.7,sandstorms,low,2,meal,motorcycle,1.0,no,metropolitian,17,1,10.0,night,9.175127291638498,medium
42013,20.0,4.6,stormy,high,2,snack,electric_scooter,0.0,no,metropolitian,21,1,5.0,afternoon,6.210045163136143,medium
42014,34.0,4.0,sandstorms,jam,2,snack,scooter,0.0,no,urban,33,0,10.0,evening,7.68415541716559,medium
42016,20.0,5.0,cloudy,jam,2,meal,motorcycle,1.0,no,urban,30,0,15.0,evening,17.078028601490022,very_long
42018,31.0,4.8,cloudy,low,0,drinks,motorcycle,1.0,no,urban,40,1,5.0,night,16.113665369962842,very_long
42019,27.0,4.7,sandstorms,high,1,buffet,motorcycle,0.0,no,urban,12,0,5.0,morning,6.12908533497929,medium
42022,33.0,5.0,cloudy,high,2,meal,scooter,1.0,no,metropolitian,28,0,15.0,morning,1.529162766029632,short
42023,37.0,4.9,stormy,medium,1,snack,motorcycle,0.0,no,metropolitian,28,0,10.0,evening,10.587113705075845,long
42026,27.0,2.9,sunny,low,2,drinks,motorcycle,2.0,yes,metropolitian,42,0,5.0,night,14.022268860182423,long
42027,38.0,4.8,fog,jam,2,drinks,scooter,2.0,no,metropolitian,40,0,15.0,night,10.587929946825927,long
42028,35.0,4.8,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,44,1,10.0,afternoon,12.075147204184725,long
42030,38.0,4.9,windy,medium,1,snack,motorcycle,0.0,no,metropolitian,29,1,10.0,afternoon,8.93863229991919,medium
42031,32.0,4.6,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,30,0,10.0,evening,14.045114628498522,long
42032,39.0,4.8,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,20,0,5.0,night,7.652510173139905,medium
42033,31.0,4.9,sunny,low,1,drinks,motorcycle,0.0,no,metropolitian,12,0,5.0,morning,2.979527470384624,short
42034,35.0,3.7,sandstorms,jam,1,drinks,scooter,1.0,no,urban,31,0,10.0,night,19.617573744443128,very_long
42035,36.0,4.8,sunny,jam,2,drinks,motorcycle,1.0,no,metropolitian,15,0,5.0,evening,12.116946920849994,long
42036,37.0,4.0,stormy,medium,2,snack,scooter,1.0,no,metropolitian,34,0,10.0,afternoon,7.601362669750945,medium
42037,30.0,4.6,fog,medium,2,drinks,scooter,1.0,no,urban,37,0,10.0,evening,13.583302501334016,long
42038,24.0,5.0,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,44,0,5.0,afternoon,16.59866734050554,very_long
42039,32.0,4.6,cloudy,medium,1,meal,scooter,1.0,no,metropolitian,15,0,15.0,afternoon,4.656788095044164,short
42040,24.0,4.9,sandstorms,high,2,snack,motorcycle,0.0,no,metropolitian,22,0,15.0,morning,2.9303450916192486,short
42041,33.0,4.3,sandstorms,jam,0,meal,motorcycle,2.0,no,metropolitian,51,1,15.0,evening,12.074063090452917,long
42042,31.0,4.6,cloudy,medium,2,drinks,scooter,0.0,no,metropolitian,16,0,10.0,afternoon,9.22014751541987,medium
42043,24.0,4.6,stormy,jam,2,meal,scooter,1.0,no,metropolitian,28,0,5.0,evening,10.569566051096942,long
42044,26.0,4.6,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,28,0,5.0,night,17.074879617078196,very_long
42045,29.0,5.0,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,32,0,10.0,afternoon,12.42069253996503,long
42046,35.0,3.8,stormy,jam,2,drinks,scooter,1.0,no,metropolitian,40,0,5.0,evening,10.64157247728437,long
42048,28.0,4.6,sunny,medium,2,snack,scooter,0.0,no,metropolitian,17,0,15.0,afternoon,12.161517993712033,long
42049,21.0,4.8,windy,low,1,drinks,scooter,0.0,no,urban,12,0,5.0,night,10.868212517103021,long
42050,24.0,4.7,windy,low,2,buffet,scooter,1.0,no,metropolitian,17,0,15.0,night,4.657159718107683,short
42051,23.0,4.6,sunny,jam,2,drinks,electric_scooter,1.0,no,metropolitian,18,1,5.0,evening,16.635223376953338,very_long
42052,31.0,3.5,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,35,0,10.0,night,12.234645517155798,long
42053,39.0,4.3,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,32,1,10.0,evening,9.121519225895119,medium
42055,34.0,4.8,windy,low,0,snack,motorcycle,1.0,no,urban,26,0,15.0,night,17.076712975302453,very_long
42056,26.0,4.6,windy,jam,1,snack,motorcycle,1.0,no,urban,26,0,10.0,night,12.11655916281721,long
42058,32.0,4.9,sunny,low,2,meal,electric_scooter,0.0,no,metropolitian,13,0,15.0,night,9.315035594044879,medium
42060,31.0,5.0,fog,medium,1,meal,scooter,0.0,no,urban,18,0,15.0,afternoon,6.050103074349793,medium
42062,21.0,4.6,fog,low,0,snack,motorcycle,1.0,no,metropolitian,17,1,15.0,morning,1.4980964181025855,short
42063,35.0,4.9,fog,low,1,meal,scooter,1.0,no,metropolitian,19,0,15.0,morning,1.552331352726081,short
42064,22.0,4.9,stormy,low,1,buffet,motorcycle,0.0,no,metropolitian,13,1,10.0,night,13.613850325840419,long
42065,26.0,5.0,stormy,medium,1,snack,scooter,1.0,no,metropolitian,28,1,15.0,evening,12.100287598006089,long
42067,28.0,4.8,windy,low,2,snack,motorcycle,1.0,no,metropolitian,13,1,15.0,morning,3.1051141624973875,short
42068,39.0,4.6,fog,high,1,drinks,motorcycle,0.0,no,urban,35,0,15.0,morning,6.128249797982013,medium
42069,23.0,4.7,sandstorms,medium,2,drinks,scooter,0.0,no,metropolitian,28,1,10.0,evening,12.293508819559184,long
42071,35.0,4.6,stormy,medium,0,buffet,motorcycle,2.0,no,metropolitian,38,0,10.0,afternoon,17.074786485938343,very_long
42073,23.0,4.5,sunny,high,2,drinks,scooter,1.0,no,metropolitian,14,0,10.0,afternoon,5.969103925573009,medium
42074,35.0,4.7,fog,low,2,drinks,electric_scooter,0.0,no,metropolitian,17,0,5.0,morning,1.4897343062370803,short
42075,34.0,4.9,cloudy,medium,1,drinks,scooter,0.0,no,urban,17,1,5.0,evening,7.6495063183287915,medium
